ID,NUM_VOTAVEL,TOTAL_VOTOS,SHARE,ANO,NOME_CANDIDATO,SIGLA_PARTIDO,DESCRICAO_CARGO
1,18622,969,28.1%,1998,JOSINALDO FRANCISCO DA CRUZ,PST,DEPUTADO ESTADUAL
2,45277,336,9.8%,1998,SÉRGIO DE OLIVEIRA CABRAL SANTOS FILHO,PSDB,DEPUTADO ESTADUAL
3,95,250,7.3%,1998,NA,NA,NA
4,96,151,4.4%,1998,NA,NA,NA
5,11193,133,3.9%,1998,ODENIR LAPROVITA VIEIRA,PPB,DEPUTADO ESTADUAL
6,25,127,3.7%,1998,NA,NA,NA
7,45,105,3%,1998,NA,NA,NA
8,12,98,2.8%,1998,NA,NA,NA
9,13,91,2.6%,1998,NA,NA,NA
10,20156,79,2.3%,1998,LEONARDO FARIAS MAGALHÃES,PSC,DEPUTADO ESTADUAL
11,11,40,1.2%,1998,NA,NA,NA
12,12212,39,1.1%,1998,MARIA APARECIDA CAMPOS STRAUS,PDT,DEPUTADO ESTADUAL
13,14120,38,1.1%,1998,JOSÉ NADER JUNIOR,PTB,DEPUTADO ESTADUAL
14,25668,30,0.9%,1998,MANFRIED SANT'ANNA,PFL,DEPUTADO ESTADUAL
15,45622,27,0.8%,1998,JANUALDO BORGES SOUSA,PSDB,DEPUTADO ESTADUAL
16,45210,26,0.8%,1998,CARLOS ROBERTO DE OLIVEIRA,PSDB,DEPUTADO ESTADUAL
17,41223,25,0.7%,1998,MERCI TEIXEIRA DE LACERDA,PSD,DEPUTADO ESTADUAL
18,70101,25,0.7%,1998,DOMINGOS INACIO BRAZÃO,PT do B,DEPUTADO ESTADUAL
19,15,24,0.7%,1998,NA,NA,NA
20,13113,24,0.7%,1998,FRANCISCO RODRIGUES DE ALENCAR FILHO,PT,DEPUTADO ESTADUAL
21,25093,24,0.7%,1998,ELBERTO ELY BRIZOLA DA SILVA,PFL,DEPUTADO ESTADUAL
22,18,22,0.6%,1998,NA,NA,NA
23,25222,22,0.6%,1998,SOLANGE AMARAL,PFL,DEPUTADO ESTADUAL
24,23,21,0.6%,1998,NA,NA,NA
25,25608,21,0.6%,1998,CARLOS DIAS FILHO,PFL,DEPUTADO ESTADUAL
26,25677,21,0.6%,1998,MÔNICA ROSEIRO LEITE,PFL,DEPUTADO ESTADUAL
27,40,20,0.6%,1998,NA,NA,NA
28,56,20,0.6%,1998,NA,NA,NA
29,65123,17,0.5%,1998,EDMILSON JOSE VALENTIM DOS SANTOS,PC do B,DEPUTADO ESTADUAL
30,13616,16,0.5%,1998,FRANCULINO GONÇALVES DOS SANTOS,PT,DEPUTADO ESTADUAL
31,44190,13,0.4%,1998,IVAIR MARTINS DE BRITO,PRP,DEPUTADO ESTADUAL
32,45145,12,0.3%,1998,BERNARD RAJZMAN,PSDB,DEPUTADO ESTADUAL
33,12232,11,0.3%,1998,ALBANO ANTONIO REIS,PDT,DEPUTADO ESTADUAL
34,25678,11,0.3%,1998,IVAN MOREIRA DOS SANTOS,PFL,DEPUTADO ESTADUAL
35,11111,10,0.3%,1998,JOSE GUILHERME GODINHO SIVUCA FERREIRA,PPB,DEPUTADO ESTADUAL
36,20126,10,0.3%,1998,UOCHINTOM BARBOSA,PSC,DEPUTADO ESTADUAL
37,13224,9,0.3%,1998,CARLOS ALBERTO IVANIR DOS SANTOS,PT,DEPUTADO ESTADUAL
38,15102,9,0.3%,1998,PAULO HERMINIO DUQUE COSTA,PMDB,DEPUTADO ESTADUAL
39,70108,9,0.3%,1998,SEBASTIÃO MACENA DE OLIVEIRA FILHO,PT do B,DEPUTADO ESTADUAL
40,16,8,0.2%,1998,NA,NA,NA
41,13112,8,0.2%,1998,ANA MARIA CANTALICE LIPKE,PT,DEPUTADO ESTADUAL
42,13170,8,0.2%,1998,CARLOS MINC BAUMFELD,PT,DEPUTADO ESTADUAL
43,23132,8,0.2%,1998,PAULO PINHEIRO,PPS,DEPUTADO ESTADUAL
44,25526,8,0.2%,1998,EDILEUSA SANTOS ANDRADE,PFL,DEPUTADO ESTADUAL
45,22,7,0.2%,1998,NA,NA,NA
46,70,7,0.2%,1998,NA,NA,NA
47,12341,7,0.2%,1998,MARIA DAS GRAÇAS TUZE DE MATOS,PDT,DEPUTADO ESTADUAL
48,25444,7,0.2%,1998,PAULO GERMANO MACIEL,PFL,DEPUTADO ESTADUAL
49,45107,7,0.2%,1998,JOSÉ RENATO DE JESUS,PSDB,DEPUTADO ESTADUAL
50,12155,6,0.2%,1998,JORGE AUGUSTO ESPÓSITO DE MIRANDA,PDT,DEPUTADO ESTADUAL
51,22625,7737,67.9%,2002,JOSINALDO FRANCISCO DA CRUZ,PL,DEPUTADO ESTADUAL
52,95,439,3.9%,2002,NA,NA,NA
53,22,383,3.4%,2002,NA,NA,NA
54,96,190,1.7%,2002,NA,NA,NA
55,13,148,1.3%,2002,NA,NA,NA
56,15101,115,1%,2002,DOMINGOS INÁCIO BRAZÃO,PMDB,DEPUTADO ESTADUAL
57,15,101,0.9%,2002,NA,NA,NA
58,40,100,0.9%,2002,NA,NA,NA
59,22222,87,0.8%,2002,GERALDO CAETANO,PL,DEPUTADO ESTADUAL
60,45678,75,0.7%,2002,OTÁVIO SANTOS SILVA LEITE,PSDB,DEPUTADO ESTADUAL
61,15333,66,0.6%,2002,EDNA MARIA RODRIGUES DE OLIVEIRA,PMDB,DEPUTADO ESTADUAL
62,25,56,0.5%,2002,NA,NA,NA
63,13170,52,0.5%,2002,CARLOS MINC BAUMFELD,PT,DEPUTADO ESTADUAL
64,15505,48,0.4%,2002,PEDRO AUGUSTO PALARETI,PMDB,DEPUTADO ESTADUAL
65,25123,46,0.4%,2002,EIDER RIBEIRO DANTAS FILHO,PFL,DEPUTADO ESTADUAL
66,13010,45,0.4%,2002,ALESSANDRO LUCCIOLA MOLON,PT,DEPUTADO ESTADUAL
67,11587,43,0.4%,2002,MERCI TEIXEIRA DE LACERDA,PPB,DEPUTADO ESTADUAL
68,12,42,0.4%,2002,NA,NA,NA
69,26,40,0.4%,2002,NA,NA,NA
70,12307,40,0.4%,2002,SERGIO GOMES VELLOSO,PDT,DEPUTADO ESTADUAL
71,25221,40,0.4%,2002,ALTIVO MOREIRA DE PÁDUA,PFL,DEPUTADO ESTADUAL
72,15106,36,0.3%,2002,ALBANO ANTONIO REIS,PMDB,DEPUTADO ESTADUAL
73,45,33,0.3%,2002,NA,NA,NA
74,15210,33,0.3%,2002,CARLOS ROBERTO DINAMITE DE OLIVEIRA,PMDB,DEPUTADO ESTADUAL
75,22622,28,0.2%,2002,EDSON  BERNARDINO DA SILVA,PL,DEPUTADO ESTADUAL
76,11,26,0.2%,2002,NA,NA,NA
77,40070,26,0.2%,2002,SAMUEL LIMA MALAFAIA,PSB,DEPUTADO ESTADUAL
78,22001,25,0.2%,2002,VERONICA CHAVES DE CARVALHO COSTA,PL,DEPUTADO ESTADUAL
79,11456,24,0.2%,2002,GEORGETTE VIDOR MELLO,PPB,DEPUTADO ESTADUAL
80,25093,24,0.2%,2002,ALBERTO ELY BRIZOLA DA SILVA,PFL,DEPUTADO ESTADUAL
81,12678,22,0.2%,2002,CESAR AUGUSTO RODRIGUES PENNA,PDT,DEPUTADO ESTADUAL
82,40777,22,0.2%,2002,ARMANDO JOSE TAVARES FERREIRA,PSB,DEPUTADO ESTADUAL
83,11200,20,0.2%,2002,FÁBIO FRANCISCO DA SILVA,PPB,DEPUTADO ESTADUAL
84,45620,20,0.2%,2002,LUIZ PAULO CORRÊA DA ROCHA,PSDB,DEPUTADO ESTADUAL
85,43600,19,0.2%,2002,RICARDO ROTENBERG,PV,DEPUTADO ESTADUAL
86,23,18,0.2%,2002,NA,NA,NA
87,13123,17,0.1%,2002,PAULO PINHEIRO,PT,DEPUTADO ESTADUAL
88,40110,17,0.1%,2002,ALVARO LINS DOS SANTOS,PSB,DEPUTADO ESTADUAL
89,40345,17,0.1%,2002,FRANCISCO MANOEL DE CARVALHO,PSB,DEPUTADO ESTADUAL
90,15258,16,0.1%,2002,DIOGO RODRIGUES CUOCO,PMDB,DEPUTADO ESTADUAL
91,22345,16,0.1%,2002,ROMULO ARTUR COSTA,PL,DEPUTADO ESTADUAL
92,65651,16,0.1%,2002,RICARDO GARCIA CAPPELLI,PC do B,DEPUTADO ESTADUAL
93,13455,15,0.1%,2002,GILBERTO SILVA PALMARES,PT,DEPUTADO ESTADUAL
94,40111,15,0.1%,2002,BERNARD RAJZMAN,PSB,DEPUTADO ESTADUAL
95,25522,14,0.1%,2002,UÓCHINTON BARBOSA,PFL,DEPUTADO ESTADUAL
96,25622,14,0.1%,2002,RENATO OAZEN,PFL,DEPUTADO ESTADUAL
97,43,13,0.1%,2002,NA,NA,NA
98,13601,13,0.1%,2002,ELIOMAR DE SOUZA COELHO,PT,DEPUTADO ESTADUAL
99,22655,13,0.1%,2002,PAULO CESAR AMENDOLA DE SOUZA,PL,DEPUTADO ESTADUAL
100,25001,13,0.1%,2002,JOÃO PEDRO CAMPOS DE ANDRADE FIGUEIRA,PFL,DEPUTADO ESTADUAL
101,12222,5618,29.6%,2006,EPAMINONDAS DE QUEIROZ MEDEIROS JUNIOR,PDT,DEPUTADO ESTADUAL
102,95,2201,11.6%,2006,NA,NA,NA
103,96,776,4.1%,2006,NA,NA,NA
104,44123,528,2.8%,2006,ALEXANDRE BRAZ CORREA,PRP,DEPUTADO ESTADUAL
105,25001,495,2.6%,2006,JOAO PEDRO CAMPOS DE ANDRADE FIGUEIRA,PFL,DEPUTADO ESTADUAL
106,15101,470,2.5%,2006,DOMINGOS INACIO BRAZÃO,PMDB,DEPUTADO ESTADUAL
107,12123,413,2.2%,2006,WAGNER MONTES DOS SANTOS,PDT,DEPUTADO ESTADUAL
108,31233,413,2.2%,2006,CRISTIANO GIRAO MATIAS,PHS,DEPUTADO ESTADUAL
109,15,410,2.2%,2006,NA,NA,NA
110,15505,385,2%,2006,PEDRO AUGUSTO PALARETI,PMDB,DEPUTADO ESTADUAL
111,13,375,2%,2006,NA,NA,NA
112,15110,320,1.7%,2006,ALVARO LINS DOS SANTOS,PMDB,DEPUTADO ESTADUAL
113,12,225,1.2%,2006,NA,NA,NA
114,13010,215,1.1%,2006,ALESSANDRO LUCCIOLA MOLON,PT,DEPUTADO ESTADUAL
115,10,201,1.1%,2006,NA,NA,NA
116,45,194,1%,2006,NA,NA,NA
117,43210,186,1%,2006,CARLOS ALBERTO LAVRADO CUPELLO,PV,DEPUTADO ESTADUAL
118,25669,174,0.9%,2006,JOSE DA PAIXAO REIS DUALIBI,PFL,DEPUTADO ESTADUAL
119,45001,158,0.8%,2006,PEDRO PAULO CARVALHO TEIXEIRA,PSDB,DEPUTADO ESTADUAL
120,25678,134,0.7%,2006,RODRIGO CARVALHO RIBEIRO DANTAS,PFL,DEPUTADO ESTADUAL
121,25,131,0.7%,2006,NA,NA,NA
122,11,126,0.7%,2006,NA,NA,NA
123,15300,123,0.6%,2006,FABIO FRANCISCO DA SILVA,PMDB,DEPUTADO ESTADUAL
124,12456,119,0.6%,2006,MARCOS BEZERRA RIBEIRO SOARES,PDT,DEPUTADO ESTADUAL
125,56123,115,0.6%,2006,EDINO FIALHO FONSECA,PRONA,DEPUTADO ESTADUAL
126,65,112,0.6%,2006,NA,NA,NA
127,15210,108,0.6%,2006,CARLOS ROBERTO DINAMITE DE OLIVEIRA,PMDB,DEPUTADO ESTADUAL
128,33155,102,0.5%,2006,JANUALDO BORGES DA MARDIL SOUSA,PMN,DEPUTADO ESTADUAL
129,70608,86,0.5%,2006,JORGE DA SILVA PACHECO,PT do B,DEPUTADO ESTADUAL
130,12605,80,0.4%,2006,CARLOS EDUARDO PETRA LOPES DE CARVALHO,PDT,DEPUTADO ESTADUAL
131,28,78,0.4%,2006,NA,NA,NA
132,15070,77,0.4%,2006,SAMUEL LIMA MALAFAIA,PMDB,DEPUTADO ESTADUAL
133,13170,76,0.4%,2006,CARLOS MINC BAUMFELD,PT,DEPUTADO ESTADUAL
134,50,74,0.4%,2006,NA,NA,NA
135,65123,73,0.4%,2006,FERNANDO PAULO FIGUEIREDO BUARQUE DE GUSMÃO,PC do B,DEPUTADO ESTADUAL
136,25010,70,0.4%,2006,CLAUDIO MURILLO CAVALCANTI,PFL,DEPUTADO ESTADUAL
137,33007,67,0.4%,2006,JOSE FERNANDO MORAES ALVES,PMN,DEPUTADO ESTADUAL
138,13444,65,0.3%,2006,JORGE LUIS HAUAT,PT,DEPUTADO ESTADUAL
139,65987,64,0.3%,2006,MANOEL JAYME RAMOS DE SOUZA,PC do B,DEPUTADO ESTADUAL
140,33456,61,0.3%,2006,JOSE PAULO PEREIRA SOUTO,PMN,DEPUTADO ESTADUAL
141,13455,58,0.3%,2006,GILBERTO SILVA PALMARES,PT,DEPUTADO ESTADUAL
142,28405,55,0.3%,2006,ROBERVAL BATISTA DE UZEDA,PRTB,DEPUTADO ESTADUAL
143,70345,54,0.3%,2006,RICARDO CORREA DE BARROS,PT do B,DEPUTADO ESTADUAL
144,22,53,0.3%,2006,NA,NA,NA
145,43043,49,0.3%,2006,ANDRÉ LUIZ LAZARONI DE MORAES,PV,DEPUTADO ESTADUAL
146,23,48,0.3%,2006,NA,NA,NA
147,11111,48,0.3%,2006,DIONISIO DE SOUZA LINS,PP,DEPUTADO ESTADUAL
148,20797,48,0.3%,2006,ANTONIO FERREIRA PEDREGAL FILHO,PSC,DEPUTADO ESTADUAL
149,12212,47,0.2%,2006,MARIA APARECIDA CAMPOS STRAUS,PDT,DEPUTADO ESTADUAL
150,25253,47,0.2%,2006,ATILA NUNES PEREIRA FILHO,PFL,DEPUTADO ESTADUAL
151,15101,6411,29.6%,2010,DOMINGOS INÁCIO BRAZÃO,PMDB,DEPUTADO ESTADUAL
152,12123,3246,15%,2010,WAGNER MONTES DOS SANTOS,PDT,DEPUTADO ESTADUAL
153,95,1857,8.6%,2010,NA,NA,NA
154,96,813,3.8%,2010,NA,NA,NA
155,13013,641,3%,2010,ROBSON CAMPOS LEITE,PT,DEPUTADO ESTADUAL
156,15,514,2.4%,2010,NA,NA,NA
157,36888,501,2.3%,2010,SANDRO DE MOURA ALEXANDRE,PTC,DEPUTADO ESTADUAL
158,13,436,2%,2010,NA,NA,NA
159,10123,380,1.8%,2010,ALEXANDRE BRAZ CORREA,PRB,DEPUTADO ESTADUAL
160,12,310,1.4%,2010,NA,NA,NA
161,11811,274,1.3%,2010,JOSE CARLOS FERREIRA DO CARMO,PP,DEPUTADO ESTADUAL
162,15505,269,1.2%,2010,PEDRO AUGUSTO PALARETI,PMDB,DEPUTADO ESTADUAL
163,12456,211,1%,2010,MARCOS BEZERRA RIBEIRO SOARES,PDT,DEPUTADO ESTADUAL
164,12777,194,0.9%,2010,JOSE ROBERTO GAMA DE OLIVEIRA,PDT,DEPUTADO ESTADUAL
165,22456,167,0.8%,2010,JOSE PAULO PEREIRA SOUTO,PR,DEPUTADO ESTADUAL
166,40777,167,0.8%,2010,ARMANDO JOSE TAVARES FERREIRA,PSB,DEPUTADO ESTADUAL
167,50123,167,0.8%,2010,MARCELO RIBEIRO FREIXO,PSOL,DEPUTADO ESTADUAL
168,22777,152,0.7%,2010,SAMUEL LIMA MALAFAIA,PR,DEPUTADO ESTADUAL
169,22345,151,0.7%,2010,CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,PR,DEPUTADO ESTADUAL
170,22770,123,0.6%,2010,LUIZ ANDRE FERREIRA DA SILVA,PR,DEPUTADO ESTADUAL
171,43,119,0.5%,2010,NA,NA,NA
172,10555,119,0.5%,2010,WILLIAM DE OLIVEIRA,PRB,DEPUTADO ESTADUAL
173,45,109,0.5%,2010,NA,NA,NA
174,12212,107,0.5%,2010,MARIA APARECIDA CAMPOS STRAUS,PDT,DEPUTADO ESTADUAL
175,20010,106,0.5%,2010,MARCIO HENRIQUE CRUZ PACHECO,PSC,DEPUTADO ESTADUAL
176,11,94,0.4%,2010,NA,NA,NA
177,13001,93,0.4%,2010,CARLOS MINC BAUMFELD,PT,DEPUTADO ESTADUAL
178,22,85,0.4%,2010,NA,NA,NA
179,25,83,0.4%,2010,NA,NA,NA
180,15151,80,0.4%,2010,JANE CHRISTINE DIAS ANDRADE FIGUEIRA,PMDB,DEPUTADO ESTADUAL
181,15555,79,0.4%,2010,ANDRÉ LUIZ LAZARONI DE MORAES,PMDB,DEPUTADO ESTADUAL
182,15210,78,0.4%,2010,CARLOS ROBERTO DINAMITE DE OLIVEIRA,PMDB,DEPUTADO ESTADUAL
183,22002,75,0.3%,2010,VERONICA CHAVES DE CARVALHO COSTA,PR,DEPUTADO ESTADUAL
184,10,69,0.3%,2010,NA,NA,NA
185,12345,63,0.3%,2010,PAULO SERGIO RAMOS BARBOZA,PDT,DEPUTADO ESTADUAL
186,28747,63,0.3%,2010,MARCELO ANTONIO ROSA ZAYAT,PRTB,DEPUTADO ESTADUAL
187,65123,60,0.3%,2010,FERNANDO PAULO FIGUEIREDO BUARQUE DE GUSMÃO,PC do B,DEPUTADO ESTADUAL
188,15159,59,0.3%,2010,RAFAEL CARNEIRO MONTEIRO PICCIANI,PMDB,DEPUTADO ESTADUAL
189,19369,56,0.3%,2010,JOAO CARLOS DOS SANTOS,PTN,DEPUTADO ESTADUAL
190,17777,55,0.3%,2010,GESSE COSTA SANTOS,PSL,DEPUTADO ESTADUAL
191,15012,51,0.2%,2010,ADELSON PEREIRA GUEDES,PMDB,DEPUTADO ESTADUAL
192,43123,48,0.2%,2010,ASPASIA BRASILEIRO ALCANTARA DE CAMARGO,PV,DEPUTADO ESTADUAL
193,65456,46,0.2%,2010,GILBERTO COELHO DE SANTANNA,PC do B,DEPUTADO ESTADUAL
194,33,45,0.2%,2010,NA,NA,NA
195,36,44,0.2%,2010,NA,NA,NA
196,12381,44,0.2%,2010,ADEIR THEOFILO APOLINARIO,PDT,DEPUTADO ESTADUAL
197,11111,40,0.2%,2010,DIONISIO DE SOUZA LINS,PP,DEPUTADO ESTADUAL
198,22123,40,0.2%,2010,EDINO FIALHO FONSECA,PR,DEPUTADO ESTADUAL
199,23000,39,0.2%,2010,PAULO PINHEIRO,PPS,DEPUTADO ESTADUAL
200,45620,39,0.2%,2010,LUCIA HELENA PINTO DE BARROS,PSDB,DEPUTADO ESTADUAL
201,2522,744,21.6%,1998,EDUARDO DA COSTA PAES,PFL,DEPUTADO FEDERAL
202,95,275,8%,1998,NA,NA,NA
203,1590,167,4.9%,1998,JORGE WILSON DE MATOS,PMDB,DEPUTADO FEDERAL
204,1222,162,4.7%,1998,MIRO TEIXEIRA,PDT,DEPUTADO FEDERAL
205,45,154,4.5%,1998,NA,NA,NA
206,96,147,4.3%,1998,NA,NA,NA
207,18,124,3.6%,1998,NA,NA,NA
208,13,105,3%,1998,NA,NA,NA
209,1199,105,3%,1998,EURICO ANGELO DE OLIVEIRA MIRANDA,PPB,DEPUTADO FEDERAL
210,12,99,2.9%,1998,NA,NA,NA
211,2326,70,2%,1998,REGINALDO DE FREITAS DIAS,PPS,DEPUTADO FEDERAL
212,25,66,1.9%,1998,NA,NA,NA
213,4556,61,1.8%,1998,LUIZ ANTONIO DANTAS RIBEIRO,PSDB,DEPUTADO FEDERAL
214,6565,51,1.5%,1998,JANDIRA FEGHALI,PC do B,DEPUTADO FEDERAL
215,1110,45,1.3%,1998,FRANCISCO OSWALDO NEVES DORNELLES,PPB,DEPUTADO FEDERAL
216,4545,45,1.3%,1998,RONALDO CEZAR COELHO,PSDB,DEPUTADO FEDERAL
217,2502,42,1.2%,1998,AROLDE DE OLIVEIRA,PFL,DEPUTADO FEDERAL
218,1265,38,1.1%,1998,LUIZ ALFREDO SALOMÃO,PDT,DEPUTADO FEDERAL
219,1331,34,1%,1998,JORGE RICARDO BITTAR,PT,DEPUTADO FEDERAL
220,1616,33,1%,1998,LUIZ LINDBERGH FARIAS FILHO,PSTU,DEPUTADO FEDERAL
221,7008,33,1%,1998,JORGE DA SILVA PACHECO,PT do B,DEPUTADO FEDERAL
222,2587,32,0.9%,1998,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,PFL,DEPUTADO FEDERAL
223,4080,27,0.8%,1998,JORGE LUIZ MOURA,PSB,DEPUTADO FEDERAL
224,23,25,0.7%,1998,NA,NA,NA
225,2525,25,0.7%,1998,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,PFL,DEPUTADO FEDERAL
226,2567,24,0.7%,1998,BRAZ PAULINO DA SILVA,PFL,DEPUTADO FEDERAL
227,2501,23,0.7%,1998,RUBEM MEDINA,PFL,DEPUTADO FEDERAL
228,1115,22,0.6%,1998,JOÃO RICARDO MENDES,PPB,DEPUTADO FEDERAL
229,11,20,0.6%,1998,NA,NA,NA
230,1130,20,0.6%,1998,OLIVEIRA FRANCISCO DA SILVA,PPB,DEPUTADO FEDERAL
231,4321,17,0.5%,1998,FERNANDO PAULO NAGLE GABEIRA,PV,DEPUTADO FEDERAL
232,20,16,0.5%,1998,NA,NA,NA
233,56,16,0.5%,1998,NA,NA,NA
234,1292,16,0.5%,1998,FERNANDO LOPES DE ALMEIDA,PDT,DEPUTADO FEDERAL
235,1507,15,0.4%,1998,MARCO ANTONIO ROSEIRO LEITE,PMDB,DEPUTADO FEDERAL
236,4522,14,0.4%,1998,MATUSAEL DO NASCIMENTO,PSDB,DEPUTADO FEDERAL
237,4550,14,0.4%,1998,MÁRCIO JOÃO DE ANDRADE FORTES,PSDB,DEPUTADO FEDERAL
238,4554,13,0.4%,1998,JOSÉ MAURÍCIO RODRIGUES GARCIA,PSDB,DEPUTADO FEDERAL
239,2526,12,0.3%,1998,VANESSA POYARES TUFFY FELIPPE,PFL,DEPUTADO FEDERAL
240,4512,12,0.3%,1998,ALEXANDRE JOSE DOS SANTOS,PSDB,DEPUTADO FEDERAL
241,22,11,0.3%,1998,NA,NA,NA
242,1119,11,0.3%,1998,ESPEDITO CORDEIRO DA SILVA,PPB,DEPUTADO FEDERAL
243,2528,11,0.3%,1998,ANTONIO CARLOS AMORIM,PFL,DEPUTADO FEDERAL
244,15,10,0.3%,1998,NA,NA,NA
245,1245,10,0.3%,1998,VANDERLEY MARTINS DE BRITO,PDT,DEPUTADO FEDERAL
246,2533,10,0.3%,1998,CARLOS ALBERTO RODRIGUES PINTO,PFL,DEPUTADO FEDERAL
247,5656,9,0.3%,1998,FERNANDO DE CAMPOS ARAUJO MACEDO,PRONA,DEPUTADO FEDERAL
248,14,8,0.2%,1998,NA,NA,NA
249,1120,8,0.2%,1998,JAIR MESSIAS BOLSONARO,PPB,DEPUTADO FEDERAL
250,1180,8,0.2%,1998,PAULO CARDOSO DE ALMEIDA,PPB,DEPUTADO FEDERAL
251,2222,4113,36.1%,2002,CARLOS ALBERTO RODRIGUES PINTO,PL,DEPUTADO FEDERAL
252,2522,1245,10.9%,2002,EDUARDO DA COSTA PAES,PFL,DEPUTADO FEDERAL
253,95,664,5.8%,2002,NA,NA,NA
254,4310,395,3.5%,2002,VANESSA POYARES TUFFY FELIPPE,PV,DEPUTADO FEDERAL
255,2262,334,2.9%,2002,WELIGTON TEIXEIRA DE AZEREDO,PL,DEPUTADO FEDERAL
256,96,258,2.3%,2002,NA,NA,NA
257,13,219,1.9%,2002,NA,NA,NA
258,6565,208,1.8%,2002,JANDIRA FEGHALI,PC do B,DEPUTADO FEDERAL
259,4565,165,1.4%,2002,DENISE FROSSARD LOSCHI,PSDB,DEPUTADO FEDERAL
260,1222,162,1.4%,2002,MIRO TEIXEIRA,PDT,DEPUTADO FEDERAL
261,1110,154,1.4%,2002,FRANCISCO OSWALDO NEVES DORNELLES,PPB,DEPUTADO FEDERAL
262,1303,145,1.3%,2002,FRANCISCO RODRIGUES DE ALENCAR FILHO,PT,DEPUTADO FEDERAL
263,1580,139,1.2%,2002,LEONARDO CARNEIRO MONTEIRO PICCIANI,PMDB,DEPUTADO FEDERAL
264,1515,117,1%,2002,WELLINGTON MOREIRA FRANCO,PMDB,DEPUTADO FEDERAL
265,1111,115,1%,2002,JULIO LUIZ BAPTISTA LOPES,PPB,DEPUTADO FEDERAL
266,22,101,0.9%,2002,NA,NA,NA
267,4550,101,0.9%,2002,MARCIO JOAO DE ANDRADE FORTES,PSDB,DEPUTADO FEDERAL
268,2225,97,0.9%,2002,ORLANDO SOARES DO ROSÁRIO FILHO,PL,DEPUTADO FEDERAL
269,1314,96,0.8%,2002,LUIZ LINDBERGH FARIAS FILHO,PT,DEPUTADO FEDERAL
270,2587,96,0.8%,2002,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,PFL,DEPUTADO FEDERAL
271,2515,90,0.8%,2002,JOÃO RICARDO MENDES,PFL,DEPUTADO FEDERAL
272,4545,84,0.7%,2002,RONALDO CEZAR COELHO,PSDB,DEPUTADO FEDERAL
273,40,83,0.7%,2002,NA,NA,NA
274,1331,83,0.7%,2002,JORGE RICARDO BITTAR,PT,DEPUTADO FEDERAL
275,2533,77,0.7%,2002,AYRTON ALVARENGA XEREZ,PFL,DEPUTADO FEDERAL
276,1533,74,0.6%,2002,JOSE DIVINO OLIVEIRA DE SOUZA,PMDB,DEPUTADO FEDERAL
277,4010,63,0.6%,2002,JOSIAS QUINTAL DE OLIVEIRA,PSB,DEPUTADO FEDERAL
